audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/001_147889.71875_156614.09375000003.wav,"иудей"" иерусалим маркад ханондани левит хибя ӈэвамда хонраванзь ӈэдарабто' иоанн' сыро"" мида тарцяць"
/Users/air/Downloads/Ненецкие аудио/data/001_157575.96875000003_165861.59375.wav,"иоанн хуркари таялци"" тидпой"" вахалъй"" мань христосадм' нидм' ӈа"" пыдо' сита хонра"" тиканда хибян"
/Users/air/Downloads/Ненецкие аудио/data/001_166620.96875_175733.46875.wav,"илиян ӈэдакэн пыда ма нидм' ӈа"" ӈани' хонрадо' тикы нум' вади вадетан пыда ӈани' ма нидм' ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/001_176796.59375_184778.46875.wav,"пыдо' нянда вахалъяд"" тиканда хибян сидна"" ӈэдаравэхэ"" на"" ӈамгэм' хэтаӈгува"" харт нямнанд ӈамгэм' вадетан"
/Users/air/Downloads/Ненецкие аудио/data/001_185369.09375_194532.21875.wav," нум' вади вадета исайя' вади"" мана иоанн тарем' вахалъй"" мань вэӈго яхана тюрыта вабцадм' нум' ерв' сехэрым' тидхалера"" "
/Users/air/Downloads/Ненецкие аудио/data/001_195629.09375_203779.71875.wav,"тикы товы"" ненэцие"" поӈгана фарисей"" танявы"" пыдо' сита хонра"" христосан ниб"" нанд ӈа"" илиян ниб"" нанд ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/001_204522.21875_213094.71875000003.wav,"тикы нум' вади вадетан ниб""нанд ӈа"" ӈамгэ хэхэдаӈгурӈан иоанн няндо' вахалъй"" маньзяван икана хэхэдаӈгурӈадм'"
/Users/air/Downloads/Ненецкие аудио/data/001_213989.09375_221903.46875.wav,"поӈгананда"" хибяхав ну пыдара"" ехэрара"" пыдахавада пудни тованда маньзяв нянани те""мехэртада ека ни серос"" "
/Users/air/Downloads/Ненецкие аудио/data/001_222730.34375_230712.21875.wav,"тикы"" сер"" иордан яха' тяхана ӈэда вифанияхана ӈэвы"" тикы яхахана сяхари' иоанн хэхэдаӈгурмы"
/Users/air/Downloads/Ненецкие аудио/data/001_231505.34375_240803.46875.wav,"нябимдей яляхана иоанн нянда миндя иисусм' манэць вахалъй"" нум' ху' сую ти мэна я' тир' хэбяхам' пыда ха""авраванда"
/Users/air/Downloads/Ненецкие аудио/data/001_241613.46875_250759.71875.wav,"пыда нямнанда мань тарем' лаханадамзь пудни тованда нядни ва""ӈа пыда соявани нерня мале ӈаха"" на танясь мань сита ехэрадамзь"
/Users/air/Downloads/Ненецкие аудио/data/001_251265.96875_258910.34375000003.wav,"израиль' тер"" сита хамэдавандо' е""эмня ӈадьбя"" ни икана хэхэдаӈгованзь тодамзь иоанн манэ"" мыда вадець лахана"
/Users/air/Downloads/Ненецкие аудио/data/001_259669.71875000003_267617.84375.wav,"хэбидя индад' голубьм' нюбета нув' сармикадрев' нув' няд ниндя ха""мавам' тадтикахад нинянда хаёвам' манэ"" ӈадамзь"
/Users/air/Downloads/Ненецкие аудио/data/001_268731.59375_273473.46875.wav,"мань сита ехэрадамзь си""ми икана хэхэдаӈго ӈэдаравы няни тарем' мась"
/Users/air/Downloads/Ненецкие аудио/data/001_274064.09375000006_280257.21875.wav,"хэбидя индад' хибя ни' ха""мавам' тадтикахад нинянда хаёвам' пыдар манэтар"
/Users/air/Downloads/Ненецкие аудио/data/001_280915.34375000006_289977.21875.wav,"тикы хэбидя индкана хэхэдаӈгода мань манэ"" ӈавась ӈадьбя"" ни тидпой"" мадм' тикы нум' ню"
/Users/air/Downloads/Ненецкие аудио/data/001_291546.59375_301266.59375.wav,"тад нябимдей яляхана иоанн ӈани' сидя тохоламбадамда няць ну иисус хэвувнанда ядвы сита манэ"" манда сер' иоанн ма"
/Users/air/Downloads/Ненецкие аудио/data/001_302532.21875_312336.59375.wav,"нум' ху' сую ти мэна тикы вадида намда сидя тохоламбадахаюда иисус' пумна ялъяха' иисус пуня' сылы"""
/Users/air/Downloads/Ненецкие аудио/data/001_313129.71875_322664.09375.wav,"пумнанда яднаха"" манэць хонарку ӈамгэн' харвади' пыди' маӈаха' равви хамэдита сидна""тохоламбадава"""
/Users/air/Downloads/Ненецкие аудио/data/001_323423.46875000006_332485.34375.wav,"пыдар ханяна илен иисус ма тоди' манэтари' пыдо' ӈобкана хая"" ханяна илевамда пыди' манэ"" ӈади'"
/Users/air/Downloads/Ненецкие аудио/data/001_335843.46875_345850.34375000006.wav,"та' мальӈгана ялей тет час ӈэвы нябиюм' иоанн' вади намдавы тадтикахад иисус' пумна ял""мы"" андрей пыда симон пётр' папа ӈэвы"
/Users/air/Downloads/Ненецкие аудио/data/001_346508.46875_354507.21875000006.wav,"нюрте"" э' андрей хасава нямда симонм' хо нянда ма мани' мессиям' хони' тикы грек' вадавна христос"
/Users/air/Downloads/Ненецкие аудио/data/001_355367.84375_363012.2187500001.wav,андрей хасава нямда иисусан' тэврада иисус нянда сылаванда сер' ма пыдар симонан иоанн' хасава нюн
/Users/air/Downloads/Ненецкие аудио/data/001_363602.84375_372310.34375.wav,тад нерня' нюмл кифа ӈэӈгу тикы грек' вадавна пётр нябимдей яляхана иисус галилея ян' хэсь таслада
/Users/air/Downloads/Ненецкие аудио/data/001_372951.59375_382334.09375.wav,"филиппам' хованда сер' нянда ма пумнани ту"" филиппхав вифсаида хардахад ӈэвы андрейха' пётарк' ӈани' таняд ӈэвэхэ'"
/Users/air/Downloads/Ненецкие аудио/data/001_383295.96875_391395.96875.wav,"филипп нафанаилм' хо""махаданда ма маня"" моисей ватохонанда падвым' нум' вади вадети"" падвым' хова"""
/Users/air/Downloads/Ненецкие аудио/data/001_392459.09375_399951.59375.wav,пыда иисус иосиф' хасава ню назаретхад ӈа нафанаил ма назаретхад ӈамгэ сава таняӈгу
/Users/air/Downloads/Ненецкие аудио/data/001_401166.59375_408405.96875.wav," филипп нянда ма ту"" манэтарава иисус нянда миндя нафанаилм' манэць нямнанда вахалъй"""
/Users/air/Downloads/Ненецкие аудио/data/001_409165.34375_416674.71875.wav,"ненэся израиль' терхав ти пыда хэдта яӈгу нафанаил нянда ма ханяд си""ми теневан"
/Users/air/Downloads/Ненецкие аудио/data/001_417315.96875_427322.84375.wav," иисус ма""нив' филипп' сит хаё"" мя' нерня смоковницам' нюбета ӈодя' пя' ӈылна мэнаханд сит манэ"" ӈадамзь нафанаил нянда ма равви"
/Users/air/Downloads/Ненецкие аудио/data/001_427964.09375_433971.59375.wav,"пыдар нум' нюн пыдар израиль' параӈодан иисус тикы вади намда тарем' вахалъй"""
/Users/air/Downloads/Ненецкие аудио/data/001_434815.34375_444265.34375000006.wav,"смоковницам' нюбета пя' ӈылна мэ""мамд нянд вадесо"" махадани няни пунрэйн ненэй манэ"" мандахабид тамна неры"" иисус тамна тяха' лахана"
/Users/air/Downloads/Ненецкие аудио/data/001_445075.34375_454187.84375.wav,"ненэся ненэся нянда"" мадм' пыдара"" нув' няра' сидя' ня' няӈгармам' манэтада"" ненэця' нюӈэ нюмдебада' ни'"
/Users/air/Downloads/Ненецкие аудио/data/001_454727.84375_458929.71875.wav,"нум' юне ядэлани"" тю""уд ха""мормам' танаӈгавам' манэтада"" "
/Users/air/Downloads/Ненецкие аудио/data/007_2663.4687500000005_6224.09375.wav,тад пуна иисус галилея явна ядэрӈась
/Users/air/Downloads/Ненецкие аудио/data/007_7118.46875_13159.71875.wav,"иудея яхана иудей"" сита хадаван' харваць ӈадьбята пыда танямна ядэрман' нись харва"""
